20.000000, 6.823
20.299999, 6.816
20.600000, 6.804
20.900000, 6.791
21.200001, 6.779
21.400000, 6.771
21.799999, 6.756
22.000000, 6.749
22.400000, 6.736
22.700001, 6.727
23.000000, 6.718
23.299999, 6.709
23.600000, 6.701
24.000000, 6.690
24.299999, 6.683
24.700001, 6.673
25.000000, 6.667
25.400000, 6.658
25.799999, 6.650
26.200001, 6.643
26.500000, 6.637
26.900000, 6.630
27.200001, 6.624
27.600000, 6.618
28.000000, 6.612
28.500000, 6.604
29.000000, 6.597
29.500000, 6.590
30.000000, 6.583
30.400000, 6.578
30.700001, 6.574
31.100000, 6.568
31.500000, 6.563
32.000000, 6.556
32.500000, 6.550
33.000000, 6.543
33.500000, 6.537
34.000000, 6.531
34.500000, 6.524
35.000000, 6.517
35.500000, 6.510
36.000000, 6.503
36.500000, 6.496
37.000000, 6.489
37.500000, 6.482
38.200001, 6.471
38.700001, 6.464
39.500000, 6.452
40.000000, 6.444
40.599998, 6.435
41.200001, 6.426
41.799999, 6.417
42.500000, 6.406
43.099998, 6.396
43.700001, 6.386
44.400002, 6.375
45.000000, 6.366
45.500000, 6.358
46.200001, 6.347
46.799999, 6.337
47.500000, 6.325
48.200001, 6.313
48.700001, 6.305
49.400002, 6.293
50.000000, 6.283
50.799999, 6.269
51.500000, 6.257
52.200001, 6.245
53.000000, 6.231
53.799999, 6.217
54.500000, 6.205
55.200001, 6.193
56.000000, 6.178
57.000000, 6.160
58.000000, 6.142
59.000000, 6.123
60.000000, 6.105
60.799999, 6.090
61.500000, 6.078
62.200001, 6.065
63.000000, 6.051
64.000000, 6.033
65.000000, 6.015
66.000000, 5.997
67.000000, 5.979
68.000000, 5.962
69.000000, 5.944
70.000000, 5.926
71.000000, 5.909
72.000000, 5.891
73.000000, 5.874
74.000000, 5.857
75.000000, 5.841
76.199997, 5.821
77.500000, 5.801
78.800003, 5.781
80.000000, 5.764
81.199997, 5.746
82.500000, 5.728
83.800003, 5.710
85.000000, 5.693
86.199997, 5.677
87.500000, 5.661
88.500000, 5.648
90.000000, 5.629
91.199997, 5.615
92.500000, 5.599
93.800003, 5.584
95.000000, 5.569
96.199997, 5.555
97.500000, 5.540
98.800003, 5.525
100.000000, 5.511
101.500000, 5.493
103.000000, 5.476
104.400002, 5.459
106.000000, 5.440
107.500000, 5.422
109.000000, 5.404
110.599998, 5.385
112.000000, 5.368
113.800003, 5.347
115.000000, 5.332
117.199997, 5.306
118.000000, 5.296
120.599998, 5.265
122.000000, 5.248
124.099998, 5.223
125.000000, 5.213
126.500000, 5.195
128.000000, 5.178
131.500000, 5.137
132.000000, 5.132
134.000000, 5.110
136.000000, 5.088
138.000000, 5.066
140.000000, 5.044
143.000000, 5.014
145.000000, 4.994
147.500000, 4.969
150.000000, 4.945
152.500000, 4.922
155.000000, 4.900
157.500000, 4.878
160.000000, 4.857
162.500000, 4.836
165.000000, 4.816
167.500000, 4.795
170.000000, 4.775
172.500000, 4.756
175.000000, 4.737
177.500000, 4.719
180.000000, 4.700
182.500000, 4.682
185.000000, 4.665
187.500000, 4.648
190.000000, 4.632
192.500000, 4.616
195.000000, 4.600
197.500000, 4.585
200.000000, 4.570
203.000000, 4.553
206.000000, 4.537
209.000000, 4.521
212.000000, 4.505
214.000000, 4.495
218.000000, 4.476
220.000000, 4.467
224.000000, 4.450
227.000000, 4.438
230.000000, 4.427
233.000000, 4.417
236.000000, 4.406
240.000000, 4.394
243.000000, 4.384
247.000000, 4.373
250.000000, 4.364
254.000000, 4.353
258.000000, 4.342
262.000000, 4.331
265.000000, 4.322
269.000000, 4.312
272.000000, 4.304
276.000000, 4.293
280.000000, 4.282
285.000000, 4.269
290.000000, 4.256
295.000000, 4.243
300.000000, 4.230
304.000000, 4.219
307.000000, 4.211
311.000000, 4.201
315.000000, 4.190
320.000000, 4.177
325.000000, 4.164
330.000000, 4.152
335.000000, 4.139
340.000000, 4.126
345.000000, 4.114
350.000000, 4.102
355.000000, 4.090
360.000000, 4.077
365.000000, 4.065
370.000000, 4.052
375.000000, 4.038
382.000000, 4.020
387.000000, 4.006
395.000000, 3.982
400.000000, 3.966
406.000000, 3.947
412.000000, 3.927
418.000000, 3.906
425.000000, 3.880
431.000000, 3.857
437.000000, 3.834
444.000000, 3.806
450.000000, 3.782
455.000000, 3.762
462.000000, 3.733
468.000000, 3.708
475.000000, 3.678
482.000000, 3.648
487.000000, 3.626
494.000000, 3.595
500.000000, 3.567
508.000000, 3.530
515.000000, 3.497
522.000000, 3.463
530.000000, 3.425
538.000000, 3.386
545.000000, 3.352
552.000000, 3.317
560.000000, 3.278
570.000000, 3.230
580.000000, 3.183
590.000000, 3.136
600.000000, 3.089
608.000000, 3.053
615.000000, 3.022
622.000000, 2.991
630.000000, 2.956
640.000000, 2.913
650.000000, 2.871
660.000000, 2.829
670.000000, 2.787
680.000000, 2.745
690.000000, 2.705
700.000000, 2.666
710.000000, 2.628
720.000000, 2.590
730.000000, 2.553
740.000000, 2.517
750.000000, 2.482
762.000000, 2.441
775.000000, 2.399
788.000000, 2.358
800.000000, 2.323
812.000000, 2.290
825.000000, 2.256
838.000000, 2.226
850.000000, 2.201
862.000000, 2.178
875.000000, 2.156
885.000000, 2.142
900.000000, 2.125
912.000000, 2.115
925.000000, 2.107
938.000000, 2.103
950.000000, 2.104
962.000000, 2.108
975.000000, 2.116
988.000000, 2.127
1000.000000, 2.141
1015.000000, 2.162
1030.000000, 2.187
1044.000000, 2.215
1060.000000, 2.248
1075.000000, 2.281
1090.000000, 2.314
1106.000000, 2.350
1120.000000, 2.380
1138.000000, 2.417
1150.000000, 2.442
1172.000000, 2.485
1180.000000, 2.501
1206.000000, 2.554
1220.000000, 2.584
1241.000000, 2.631
1250.000000, 2.653
1265.000000, 2.691
1280.000000, 2.731
1315.000000, 2.830
1320.000000, 2.844
1340.000000, 2.904
1360.000000, 2.967
1380.000000, 3.032
1400.000000, 3.099
1430.000000, 3.203
1450.000000, 3.273
1475.000000, 3.364
1500.000000, 3.458
1525.000000, 3.555
1550.000000, 3.655
1575.000000, 3.755
1600.000000, 3.856
1625.000000, 3.956
1650.000000, 4.055
1675.000000, 4.154
1700.000000, 4.252
1725.000000, 4.351
1750.000000, 4.451
1775.000000, 4.552
1800.000000, 4.655
1825.000000, 4.761
1850.000000, 4.870
1875.000000, 4.981
1900.000000, 5.096
